code,product_name,categories,packaging,ingredients_analysis_tags,ecoscore_score,ecoscore_grade,food_type,is_biodegradable,final_ecoscore,biodegradability_score,biodegradability_label,clean_category,product_name_lower,clean_category_fixed
8903553601613.0,Pickel,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,pickel,non_food
8994963002794.0,Instant noodles,,,"['en:palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,instant noodles,non_food
8936020058306.0,I Love Mangosteen & Chia,,,,,,other,no,,30.0,Non Biodegradable,non_food,i love mangosteen & chia,non_food
8992866110608.0,bigen,,,,,,other,no,,30.0,Non Biodegradable,non_food,bigen,non_food
8935149700905.0,Fagittini mazzancolle tropicali,,,,,,other,no,,30.0,Non Biodegradable,non_food,fagittini mazzancolle tropicali,non_food
8936010680395.0,Yum yum duck flavour,,,,,,other,no,,30.0,Non Biodegradable,non_food,yum yum duck flavour,non_food
8998866201841.0,golda coffee latte,,botol,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,beverage,no,,50.0,Moderately Biodegradable,beverage,golda coffee latte,beverage
8909509283339.0,Kinder CereAlé - Kinder,,,,,,other,no,,30.0,Non Biodegradable,cereal,kinder cerealé - kinder,cereal
8935149505036.0,Roasted peanut with cheese,,,,,,dairy,no,,30.0,Non Biodegradable,dairy,roasted peanut with cheese,dairy
8901712341028.0,Wild rose green tea,,,,,,beverage,no,,30.0,Non Biodegradable,beverage,wild rose green tea,beverage
8998777144121.0,Fitkom Gummy,,,,,,other,no,,30.0,Non Biodegradable,non_food,fitkom gummy,non_food
8991001770554.0,Delfi Big Thunder 36 Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,delfi big thunder 36 gr,non_food
8993007000253.0,indomilk kids stwab 115ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,indomilk kids stwab 115ml,dairy
8901063092433.0,Good day cookies,,,,,,snack,no,,30.0,Non Biodegradable,snack,good day cookies,confectionery
8908008374241.0,Triphala,,,,,,other,no,,30.0,Non Biodegradable,non_food,triphala,non_food
8936079120115.0,Lays Vį Tào Biên Nori,,,,,,other,no,,30.0,Non Biodegradable,non_food,lays vį tào biên nori,snack
8908012498148.0,Pure mustard old,,,,,,other,no,,30.0,Non Biodegradable,non_food,pure mustard old,non_food
8901393017373.0,Alpenliebe POp,,,,,,other,no,,30.0,Non Biodegradable,non_food,alpenliebe pop,non_food
8932706721724.0,Crema al pistacchio,,,,,,other,no,,30.0,Non Biodegradable,non_food,crema al pistacchio,non_food
8993058304515.0,Komix Herbal Lemon 4x15 Ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,komix herbal lemon 4x15 ml,non_food
8997014630083.0,Riz Javanais RAINFOREST BIO & EQUITABLE - sachet,,,,,,other,no,,30.0,Non Biodegradable,non_food,riz javanais rainforest bio & equitable - sachet,non_food
8992772663090.0,"Amunizer Vit C 4,5Gr",,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,"amunizer vit c 4,5gr",non_food
8992745320067.0,Stella All In One Apple 42Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,stella all in one apple 42gr,non_food
8992779406300.0,Bayfressh Hng Dark Ice,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,bayfressh hng dark ice,non_food
8992779403200.0,Bayfresh Hng Stawberry,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,bayfresh hng stawberry,non_food
8992745999935.0,Stella Car Fun N Frs,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,stella car fun n frs,non_food
8992745940128.0,Stella Bathroom Pock Orange,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,stella bathroom pock orange,non_food
8992858017106.0,Cerebrofort Gummy Grape 20Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,cerebrofort gummy grape 20gr,non_food
8992858618600.0,Cerebrofort Gummy Orange 20Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,cerebrofort gummy orange 20gr,non_food
8998777143667.0,Fitkom Gummy Vit C & Zinc 24Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,fitkom gummy vit c & zinc 24gr,non_food
8997021871066.0,TJ Joybee Gummy 21Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,tj joybee gummy 21gr,non_food
8997219540392.0,Citrex Gummy Box 5x12Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,citrex gummy box 5x12gr,non_food
8997033690938.0,PLAY,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,play,non_food
8990800021768.0,Mentos Chewy Cool,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,mentos chewy cool,non_food
8903363002556.0,mango merry,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,mango merry,non_food
8999999544126.0,Fair & Lovely BB Cream 15Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,cosmetic,no,,40.0,Moderately Biodegradable,cosmetic,fair & lovely bb cream 15gr,non_food
8936102140028.0,Vermicelle de riz,,,,,,other,no,,30.0,Non Biodegradable,non_food,vermicelle de riz,non_food
8901552015721.0,Ashoka Moong Dal Kachori,,en:card-box,"['en:palm-oil-free', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,50.0,Moderately Biodegradable,grain,ashoka moong dal kachori,grain
8997035563544.0,POCARI SWEAT 350ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,other_food,pocari sweat 350ml,other
8908006487028.0,elaichi rusk,,Plastic,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,30.0,Non Biodegradable,non_food,elaichi rusk,non_food
8906033743230.0,Mc vities oat cookie,,,,,,snack,no,,30.0,Non Biodegradable,snack,mc vities oat cookie,confectionery
8904063253804.0,Punjabi tadka,,,,,,other,no,,30.0,Non Biodegradable,non_food,punjabi tadka,non_food
8990333164154.0,Lotte Xyliyol Jeruk 68Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,lotte xyliyol jeruk 68gr,non_food
8990333164079.0,Lotte Xylitol Blueberry 68Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,lotte xylitol blueberry 68gr,non_food
8990333166042.0,Lotte Xylitol Jeruk Nipis,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,lotte xylitol jeruk nipis,non_food
8901393017281.0,Chupa Chups Sour bites,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,chupa chups sour bites,non_food
8996001321188.0,Coffe Candy,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,confectionery,coffe candy,confectionery
8996001321546.0,Kis Himalaya Salt Cherry 32Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,spices,kis himalaya salt cherry 32gr,other
8996001321607.0,Kis Himalaya Salt Lime 32Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,spices,kis himalaya salt lime 32gr,other
8996001344002.0,Jae Jae Permen Jahe 24Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,jae jae permen jahe 24gr,non_food
8998777144473.0,Imboost Lozanges Jahe Mint,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,imboost lozanges jahe mint,non_food
8998777144787.0,Imbosst Lozanges Cherry,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,imbosst lozanges cherry,non_food
8998685053300.0,Frozx Barley Mint 15Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,confectionery,frozx barley mint 15gr,confectionery
8998685057308.0,Frozz Blurberry Mint 15Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,frozz blurberry mint 15gr,non_food
8998685221013.0,Nano Nano Milky,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,nano nano milky,dairy
8998685179017.0,Nano Nano Milky starwbery,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,nano nano milky starwbery,dairy
8994591010017.0,CDR EFF 10s,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,cdr eff 10s,non_food
8992919856033.0,Sugus Stivk Starwberry,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,sugus stivk starwberry,non_food
8992919856026.0,Sugus Stick Orange,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,sugus stick orange,non_food
8935001725343.0,Alpenliebe Choco Mint,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alpenliebe choco mint,non_food
8997212800677.0,Foxs Stick Friuts,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,foxs stick friuts,non_food
8901233024233.0,Cadbury Dairy Milk Oreo 60Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,dairy,no,,40.0,Moderately Biodegradable,dairy,cadbury dairy milk oreo 60gr,dairy
8991001112910.0,Silver Queen Green Tea Matcha,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,silver queen green tea matcha,beverage
8991001112972.0,Silver Queen Very Berry Yog 28Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,silver queen very berry yog 28gr,non_food
8996001350843.0,Roma Wfr Superstar Snap 28Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,roma wfr superstar snap 28gr,non_food
8999269471015.0,S-26 Promil G2 can 400 g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,s-26 promil g2 can 400 g,non_food
8992802006019.0,Chil-mil 2 PLT can 400 g (Ifo),,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,chil-mil 2 plt can 400 g (ifo),non_food
8904281501602.0,Lite lemon bhel mixture,,,,,,other,no,,30.0,Non Biodegradable,non_food,lite lemon bhel mixture,non_food
8944579933180.0,Bio agave syrup,,,,,,other,no,,30.0,Non Biodegradable,beverage,bio agave syrup,beverage_syrup
8994591007109.0,Canesten cream 5g (DB),,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,cosmetic,no,,40.0,Moderately Biodegradable,cosmetic,canesten cream 5g (db),canned_food
8901777522127.0,Masala Fries,,,,,,other,no,,30.0,Non Biodegradable,spices,masala fries,spices
8901725113520.0,Glucose Biscuits,,Plastic,"['en:palm-oil', 'en:non-vegan', 'en:vegetarian-status-unknown']",,,snack,no,,30.0,Non Biodegradable,snack,glucose biscuits,confectionery
8901262020015.0,Cheese slices,,Plastic,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian']",,,dairy,no,,30.0,Non Biodegradable,dairy,cheese slices,dairy
8901777412749.0,Naan Garlic Butter,,,,,,dairy,no,,30.0,Non Biodegradable,dairy,naan garlic butter,dairy
8938505214450.0,Chocolat,,,,,,beverage,no,,30.0,Non Biodegradable,beverage,chocolat,beverage
8997032711290.0,Joa Yo,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,joa yo,non_food
8905060150905.0,Gur rusks,,,,,,other,no,,30.0,Non Biodegradable,non_food,gur rusks,non_food
8991001400291.0,Cocoa powder,,,,,,other,no,,30.0,Non Biodegradable,spices,cocoa powder,other
8901117257023.0,Maxirich,,"Plastic, Paper","['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,yes,,100.0,Highly Biodegradable,non_food,maxirich,non_food
8907592000598.0,Organic Arhar Dal,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,grain,organic arhar dal,grain
8997210940382.0,Alfamart Htg Arabica Toba 10Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg arabica toba 10gr,non_food
8997210940160.0,Alfamart Htg Kopi tubruk Selera Kita,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg kopi tubruk selera kita,non_food
8997033560460.0,Alfamart Htg Toraja,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg toraja,non_food
8997033560484.0,Alfamart Htg Coffe Papua,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg coffe papua,non_food
8994016005734.0,Alfamart Htg Coffe Aceh,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg coffe aceh,non_food
8997210940399.0,Alfamart Htg Coffe Flores,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg coffe flores,non_food
8997033560477.0,Alfamart Htg Coffe Sumatra,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,alfamart htg coffe sumatra,non_food
8997208730025.0,Alfamart Htg Chocolate Vanilla,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,alfamart htg chocolate vanilla,confectionery
8997208730056.0,Forestly Chocolate Hazelnut,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,forestly chocolate hazelnut,confectionery
8992942153475.0,Snackit Mlw Choco Marly Bag,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,snack,no,,40.0,Moderately Biodegradable,snack,snackit mlw choco marly bag,snack
8990800019802.0,Big-Babol Bag 128Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,big-babol bag 128gr,non_food
8990800013978.0,Happydent White Mint 84Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,happydent white mint 84gr,non_food
8996001326404.0,Kis Candy Mint Apple Peach 125Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,confectionery,kis candy mint apple peach 125gr,confectionery
8996001350140.0,Roma Wfr Superstar 6x18Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,roma wfr superstar 6x18gr,non_food
8902579105013.0,Mango Drink,,,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,mango drink,beverage
8998866613262.0,SUKSES ISI 2 SOTO 111G,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,sukses isi 2 soto 111g,non_food
8998866201667.0,Suksess Grg Ayam Kecap 129Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,suksess grg ayam kecap 129gr,non_food
8998866200882.0,SUKSES ISI 2 AYAM KREMES 133G,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,sukses isi 2 ayam kremes 133g,non_food
8998866202619.0,Sedaap Mie Korean Soup 77gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,sedaap mie korean soup 77gr,non_food
8993118731046.0,Bihunku Ayam Bawang 55Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,bihunku ayam bawang 55gr,non_food
8993118731022.0,Bihunku Goreng 60Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,bihunku goreng 60gr,non_food
8993118731077.0,Bihunku Soto 55Gr,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,bihunku soto 55gr,non_food
8904110301243.0,Chips banane épicées,,,,,,snack,no,,30.0,Non Biodegradable,snack,chips banane épicées,snack
8901058842142.0,a+ slim,,,"['en:palm-oil-free', 'en:non-vegan', 'en:vegetarian']",,,other,no,,40.0,Moderately Biodegradable,non_food,a+ slim,non_food
8906005503268.0,Bikaji,,,,,,other,no,,30.0,Non Biodegradable,non_food,bikaji,non_food
8936143036243.0,Coco Fresh,,,,,,other,no,,30.0,Non Biodegradable,non_food,coco fresh,non_food
8901719116063.0,Monaco,,,,,,other,no,,30.0,Non Biodegradable,non_food,monaco,non_food
8904004403732.0,Haldiram moong dal,,This Pouch is above 50 micron & integral part of food mig proces. Handover this empty clean pouch to garbage collector for recycle return us at our address @Rs. 10/- per kg.,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,50.0,Moderately Biodegradable,grain,haldiram moong dal,grain
8906005625779.0,Mixture ball,,,,,,other,no,,30.0,Non Biodegradable,non_food,mixture ball,non_food
8901058869088.0,Nouille masala,,,,,,other,no,,30.0,Non Biodegradable,spices,nouille masala,spices
8901262040013.0,Srikhand,,,,,,other,no,,30.0,Non Biodegradable,non_food,srikhand,non_food
8938507849551.0,Crème de coco,,,,,,other,no,,30.0,Non Biodegradable,non_food,crème de coco,non_food
8996840002804.0,Assaisonnement pour poulet style Montréal,,,,,,other,no,,30.0,Non Biodegradable,non_food,assaisonnement pour poulet style montréal,non_food
8934684010210.0,Nouille,,,,,,other,no,,30.0,Non Biodegradable,non_food,nouille,non_food
8936013930428.0,Curedent,,,,,,other,no,,30.0,Non Biodegradable,non_food,curedent,non_food
8901052087624.0,Green tea,,,,,,beverage,no,,30.0,Non Biodegradable,beverage,green tea,beverage
8961101785178.0,cupcake,,,,,,other,no,,30.0,Non Biodegradable,non_food,cupcake,non_food
8906074830067.0,Osamania biscuits,,,,,,snack,no,,30.0,Non Biodegradable,snack,osamania biscuits,confectionery
8904063210456.0,Fresh Paner,,,,,,other,no,,30.0,Non Biodegradable,non_food,fresh paner,non_food
8991002312135.0,Vitafruit,,,"['en:may-contain-palm-oil', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,vitafruit,non_food
8909228229632.0,Excellence 85°/° cacao,,,,,,other,no,,30.0,Non Biodegradable,confectionery,excellence 85°/° cacao,confectionery
8993137703055.0,Emina bright stuff tone up 20Ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,emina bright stuff tone up 20ml,non_food
8993137702102.0,Emina bright stuff moisturizing cream20ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,cosmetic,no,,40.0,Moderately Biodegradable,cosmetic,emina bright stuff moisturizing cream20ml,non_food
8998103002651.0,Cussons b cream mild & gentle,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,cosmetic,no,,40.0,Moderately Biodegradable,cosmetic,cussons b cream mild & gentle,non_food
8999999552497.0,Zwitsal kids shp cln fresh 180 ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,baby_care,no,,40.0,Moderately Biodegradable,non_food,zwitsal kids shp cln fresh 180 ml,non_food
8999999552480.0,Zwitsal kids shp natural 180 ml,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,baby_care,no,,40.0,Moderately Biodegradable,non_food,zwitsal kids shp natural 180 ml,non_food
8999999558024.0,Zwitsal kids B.MIST FRS TC 100,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,baby_care,no,,40.0,Moderately Biodegradable,non_food,zwitsal kids b.mist frs tc 100,non_food
8902080000845.0,Guava delight,,,['en:vegetarian'],,,other,no,,35.0,Non Biodegradable,non_food,guava delight,non_food
8936020041629.0,sparkling coconut water,,,,,,other,no,,30.0,Non Biodegradable,non_food,sparkling coconut water,non_food
8992696427976.0,Milo 3 in 1,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,milo 3 in 1,non_food
8991102300544.0,Tango Wafer Vanilla,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,tango wafer vanilla,non_food
8991649000310.0,Benstar crunchy wheat 103g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,grain,benstar crunchy wheat 103g,grain
8997002052675.0,Naraya oat chocolatos white 100g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,beverage,no,,40.0,Moderately Biodegradable,beverage,naraya oat chocolatos white 100g,beverage
8991649000068.0,Cemcem makroni balado 50g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,cemcem makroni balado 50g,non_food
8997030442233.0,Cemcem pilus keju panggang 50g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,cemcem pilus keju panggang 50g,non_food
8996001414224.0,Torabika cappuccino 10x25g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,torabika cappuccino 10x25g,non_food
8991002105645.0,Kopi Kapal Api Mantap,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,kopi kapal api mantap,non_food
8991102750851.0,Chizmill keju 130g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,chizmill keju 130g,non_food
8991818801083.0,Uleg sambal teri sac 10x20g,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,uleg sambal teri sac 10x20g,non_food
8992745540878.0,Tisue basah,,,,,,other,no,,30.0,Non Biodegradable,non_food,tisue basah,non_food
8901552014441.0,Ashoka Carrot Pickle Olive Oil,,,,,,other,no,,30.0,Non Biodegradable,non_food,ashoka carrot pickle olive oil,non_food
8904067706955.0,Peanut Brittle,,,,,,other,no,,30.0,Non Biodegradable,non_food,peanut brittle,non_food
8964000816516.0,Dayfresh Flavored Milk (Chocolate),,,,,,dairy,no,,30.0,Non Biodegradable,beverage,dayfresh flavored milk (chocolate),dairy
8901171090314.0,cod liver oil capsules,,,"['en:palm-oil-content-unknown', 'en:vegan-status-unknown', 'en:vegetarian-status-unknown']",,,other,no,,40.0,Moderately Biodegradable,non_food,cod liver oil capsules,non_food
8908002192032.0,enduta mass,,Plastic,,,,other,no,,20.0,Non Biodegradable,non_food,enduta mass,non_food
